캠페인 이름,광고 세트 이름,광고 이름,연령,성,일,결과,도달수,노출,결과당 비용,지출 금액 (KRW),빈도,고유 링크 클릭,링크 클릭,랜딩 페이지 조회,랜딩 페이지 조회당 비용,CPC(링크 클릭당 비용),"CPM(1,000회 노출당 비용)",CTR(전체),페이지 참여,페이지 좋아요,게시물 댓글,게시물 참여,게시물 공감,게시물 저장,게시물 공유,사진 조회,고유 아웃바운드 클릭,보고 시작,보고 종료,광고 세트,광고 위치
1 (전체),1 (페이스북),1 - 2(페이스북 상세),13-17,female,2021-03-29,,0,0,,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,2021-03-29,2021-03-29,1,페이스북
8 - 남자 (전체),8 (페이스북),8 - 2(페이스북 상세),25-34,male,2021-03-29,,0,0,,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,2021-03-29,2021-03-29,8,페이스북
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),25-34,female,2021-03-28,25.0,927,931,292.08,7302.0,1.0043149946063,25.0,25.0,22.0,331.90909091,292.08,7843.17937701,3.11493018,29.0,,,29.0,2.0,2.0,,,25.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,7.0,1.0,,,,,,7000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (페이스북),6 - 2(페이스북 상세),35-44,female,2021-03-28,,1,1,,3.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),45-54,female,2021-03-28,,3,3,,24.0,1.0,,,,,,8000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),35-44,male,2021-03-28,,4,4,,21.0,1.0,,,,,,5250.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),25-34,male,2021-03-28,,5,5,,29.0,1.0,,,,,,5800.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 2(페이스북 상세),25-34,female,2021-03-28,,18,19,,137.0,1.0555555555556,,,,,,7210.52631579,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),Unknown,unknown,2021-03-28,,3,3,,19.0,1.0,,,,,,6333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),35-44,female,2021-03-28,3.0,41,41,107.66666666667,323.0,1.0,3.0,3.0,3.0,107.66666667,107.66666667,7878.04878049,7.31707317,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),45-54,male,2021-03-28,,13,13,,54.0,1.0,,,,,,4153.84615385,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),45-54,female,2021-03-28,,17,17,,119.0,1.0,,,,,,7000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),25-34,male,2021-03-28,5.0,196,196,278.2,1391.0,1.0,5.0,5.0,5.0,278.2,278.2,7096.93877551,2.55102041,5.0,,,5.0,,,,,5.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),25-34,unknown,2021-03-28,1.0,4,4,12.0,12.0,1.0,1.0,1.0,1.0,12.0,12.0,3000.0,25.0,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),35-44,female,2021-03-28,5.0,155,156,289.8,1449.0,1.0064516129032,5.0,5.0,5.0,289.8,289.8,9288.46153846,3.20512821,8.0,,,8.0,2.0,1.0,,,5.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 1(인스타피드 상세),35-44,male,2021-03-28,1.0,25,25,165.0,165.0,1.0,1.0,1.0,1.0,165.0,165.0,6600.0,4.0,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),25-34,female,2021-03-28,4.0,184,184,298.25,1193.0,1.0,4.0,4.0,4.0,298.25,298.25,6483.69565217,2.17391304,4.0,,,4.0,,,,,4.0,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),35-44,male,2021-03-28,,13,13,,101.0,1.0,,,,,,7769.23076923,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),25-34,male,2021-03-28,,43,43,,252.0,1.0,,,,,,5860.46511628,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (페이스북),6 - 1(페이스북 상세),35-44,male,2021-03-28,,68,71,,97.0,1.0441176470588,,,,,,1366.1971831,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),45-54,male,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),25-34,female,2021-03-28,,2,2,,5.0,1.0,,,,,,2500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),25-34,male,2021-03-28,,2,2,,6.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),35-44,female,2021-03-28,,3,3,,19.0,1.0,,,,,,6333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,unknown,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),35-44,unknown,2021-03-28,,1,1,,6.0,1.0,,,,,,6000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),45-54,male,2021-03-28,1.0,29,31,45.0,45.0,1.0689655172414,1.0,1.0,1.0,45.0,45.0,1451.61290323,3.22580645,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,페이스북
5 (전체),5 (페이스북),5 - 1(페이스북 상세),25-34,female,2021-03-28,17.0,720,762,209.17647058824,3556.0,1.0583333333333,17.0,17.0,16.0,222.25,209.17647059,4666.66666667,2.49343832,17.0,,,17.0,,,,,17.0,2021-03-28,2021-03-28,5,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,female,2021-03-28,1.0,302,324,1078.0,1078.0,1.0728476821192,1.0,1.0,1.0,1078.0,1078.0,3327.16049383,0.61728395,2.0,,,2.0,1.0,,,,1.0,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),45-54,female,2021-03-28,1.0,38,38,88.0,88.0,1.0,1.0,1.0,1.0,88.0,88.0,2315.78947368,2.63157895,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),35-44,female,2021-03-28,1.0,83,89,242.0,242.0,1.0722891566265,1.0,1.0,1.0,242.0,242.0,2719.1011236,1.12359551,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (페이스북),6 - 1(페이스북 상세),25-34,male,2021-03-28,1.0,99,106,114.0,114.0,1.0707070707071,1.0,1.0,1.0,114.0,114.0,1075.47169811,0.94339623,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,6,페이스북
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),25-34,unknown,2021-03-28,,3,3,,25.0,1.0,,,,,,8333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),45-54,male,2021-03-28,,4,4,,25.0,1.0,,,,,,6250.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
6 (전체),6 (인스타피드),6 - 2(인스타피드 상세),45-54,female,2021-03-28,,7,7,,32.0,1.0,,,,,,4571.42857143,0.0,,,,,,,,,,2021-03-28,2021-03-28,6,인스타피드
5 (전체),5 (페이스북),5 - 1(페이스북 상세),35-44,female,2021-03-28,,15,17,,62.0,1.1333333333333,,,,,,3647.05882353,5.88235294,,,,,,,,,,2021-03-28,2021-03-28,5,페이스북
5 (전체),5 (페이스북),5 - 2(페이스북 상세),18-24,female,2021-03-28,,2,2,,6.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,5,페이스북
5 (전체),5 (페이스북),5 - 1(페이스북 상세),18-24,female,2021-03-28,11.0,340,356,157.27272727273,1730.0,1.0470588235294,11.0,11.0,10.0,173.0,157.27272727,4859.5505618,3.93258427,11.0,,,11.0,,,,,11.0,2021-03-28,2021-03-28,5,페이스북
2 (전체),2 (인스타피드),2 - 2(인스타피드 상세),18-24,female,2021-03-28,,21,21,,74.0,1.0,,,,,,3523.80952381,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타피드
3 (전체),3 (인스타스토리),3 - 1(인스타스토리 상세),25-34,female,2021-03-28,,18,18,,97.0,1.0,,,,,,5388.88888889,0.0,,,,,,,,,,2021-03-28,2021-03-28,3,인스타스토리
3 (전체),3 (인스타스토리),3 - 1(인스타스토리 상세),18-24,female,2021-03-28,2.0,197,198,389.5,779.0,1.005076142132,2.0,2.0,2.0,389.5,389.5,3934.34343434,1.01010101,2.0,,,2.0,,,,,2.0,2021-03-28,2021-03-28,3,인스타스토리
3 (전체),3 (페이스북),3 - 1(페이스북 상세),18-24,female,2021-03-28,29.0,1511,1604,212.03448275862,6149.0,1.0615486432826,29.0,29.0,23.0,267.34782609,212.03448276,3833.54114713,2.30673317,30.0,,,30.0,,,1.0,,29.0,2021-03-28,2021-03-28,3,페이스북
3 (전체),3 (페이스북),3 - 1(페이스북 상세),25-34,female,2021-03-28,9.0,410,430,180.44444444444,1624.0,1.0487804878049,9.0,9.0,5.0,324.8,180.44444444,3776.74418605,2.09302326,10.0,,,10.0,,1.0,,,9.0,2021-03-28,2021-03-28,3,페이스북
2 (전체),2 (인스타스토리),2 - 2(인스타스토리 상세),18-24,male,2021-03-28,,3,3,,4.0,1.0,,,,,,1333.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타스토리
2 (전체),2 (인스타스토리),2 - 2(인스타스토리 상세),18-24,female,2021-03-28,,26,26,,117.0,1.0,,,,,,4500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타스토리
2 (전체),2 (인스타피드),2 - 2(인스타피드 상세),18-24,male,2021-03-28,1.0,4,4,25.0,25.0,1.0,1.0,1.0,,,25.0,6250.0,25.0,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,2,인스타피드
3 (전체),3 (인스타피드),3 - 1(인스타피드 상세),25-34,female,2021-03-28,7.0,198,198,198.14285714286,1387.0,1.0,7.0,7.0,5.0,277.4,198.14285714,7005.05050505,3.53535354,11.0,,,11.0,1.0,3.0,,,7.0,2021-03-28,2021-03-28,3,인스타피드
2 (전체),2 (페이스북),2 - 2(페이스북 상세),18-24,male,2021-03-28,,9,12,,41.0,1.3333333333333,,,,,,3416.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,페이스북
2 (전체),2 (페이스북),2 - 2(페이스북 상세),18-24,female,2021-03-28,4.0,85,90,137.5,550.0,1.0588235294118,4.0,4.0,2.0,275.0,137.5,6111.11111111,5.55555556,4.0,,,4.0,,,,,4.0,2021-03-28,2021-03-28,2,페이스북
2 (전체),2 (페이스북),2 - 1(페이스북 상세),18-24,unknown,2021-03-28,,1,1,,7.0,1.0,,,,,,7000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,페이스북
2 (전체),2 (페이스북),2 - 1(페이스북 상세),18-24,female,2021-03-28,34.0,1761,1947,236.14705882353,8029.0,1.1056218057922,31.0,34.0,27.0,297.37037037,236.14705882,4123.78017463,3.0816641,39.0,,,39.0,4.0,,1.0,,31.0,2021-03-28,2021-03-28,2,페이스북
2 (전체),2 (페이스북),2 - 1(페이스북 상세),18-24,male,2021-03-28,3.0,279,306,267.33333333333,802.0,1.0967741935484,3.0,3.0,3.0,267.33333333,267.33333333,2620.91503268,0.98039216,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,2,페이스북
2 (전체),2 (인스타피드),2 - 1(인스타피드 상세),Unknown,unknown,2021-03-28,,1,1,,3.0,1.0,,,,,,3000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타피드
2 (전체),2 (인스타피드),2 - 1(인스타피드 상세),18-24,unknown,2021-03-28,,3,3,,15.0,1.0,,,,,,5000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,2,인스타피드
3 (전체),3 (인스타피드),3 - 1(인스타피드 상세),18-24,female,2021-03-28,18.0,900,906,258.27777777778,4649.0,1.0066666666667,17.0,18.0,13.0,357.61538462,258.27777778,5131.34657837,2.42825607,23.0,,,23.0,2.0,2.0,1.0,,17.0,2021-03-28,2021-03-28,3,인스타피드
3 (전체),3 (인스타피드),3 - 1(인스타피드 상세),Unknown,unknown,2021-03-28,,1,1,,6.0,1.0,,,,,,6000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,3,인스타피드
7 (전체),7 (페이스북),7 - 2(페이스북 상세),35-44,female,2021-03-28,3.0,42,42,56.333333333333,169.0,1.0,2.0,3.0,,,56.33333333,4023.80952381,9.52380952,3.0,,,3.0,,,,,2.0,2021-03-28,2021-03-28,7,페이스북
5 (전체),5 (인스타스토리),5 - 1(인스타스토리 상세),25-34,female,2021-03-28,1.0,87,87,472.0,472.0,1.0,1.0,1.0,,,472.0,5425.28735632,1.14942529,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,5,인스타스토리
5 (전체),5 (페이스북),5 - 2(페이스북 상세),25-34,female,2021-03-28,2.0,10,11,29.5,59.0,1.1,2.0,2.0,2.0,29.5,29.5,5363.63636364,36.36363636,3.0,,,3.0,,,1.0,,2.0,2021-03-28,2021-03-28,5,페이스북
5 (전체),5 (인스타피드),5 - 1(인스타피드 상세),Unknown,unknown,2021-03-28,,2,2,,32.0,1.0,,,,,,16000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,5,인스타피드
5 (전체),5 (인스타피드),5 - 1(인스타피드 상세),35-44,female,2021-03-28,,6,6,,70.0,1.0,,,,,,11666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,5,인스타피드
5 (전체),5 (인스타피드),5 - 1(인스타피드 상세),25-34,female,2021-03-28,32.0,669,672,186.53125,5969.0,1.0044843049327,32.0,32.0,26.0,229.57692308,186.53125,8882.44047619,5.05952381,39.0,,,39.0,2.0,5.0,,,32.0,2021-03-28,2021-03-28,5,인스타피드
5 (전체),5 (인스타피드),5 - 1(인스타피드 상세),18-24,female,2021-03-28,8.0,251,251,290.875,2327.0,1.0,8.0,8.0,7.0,332.42857143,290.875,9270.91633466,3.58565737,11.0,,,11.0,2.0,,1.0,,8.0,2021-03-28,2021-03-28,5,인스타피드
5 (전체),5 (인스타스토리),5 - 1(인스타스토리 상세),35-44,female,2021-03-28,,2,2,,14.0,1.0,,,,,,7000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,5,인스타스토리
5 (전체),5 (인스타스토리),5 - 1(인스타스토리 상세),18-24,female,2021-03-28,1.0,57,57,338.0,338.0,1.0,1.0,1.0,1.0,338.0,338.0,5929.8245614,1.75438596,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,5,인스타스토리
4 (전체),4 (인스타피드),4 - 2(인스타피드 상세),18-24,female,2021-03-28,45.0,1515,1522,186.68888888889,8401.0,1.0046204620462,45.0,45.0,37.0,227.05405405,186.68888889,5519.7109067,3.41655716,53.0,,1.0,53.0,4.0,3.0,,,45.0,2021-03-28,2021-03-28,4,인스타피드
4 (전체),4 (페이스북),4 - 2(페이스북 상세),18-24,female,2021-03-28,9.0,300,313,138.11111111111,1243.0,1.0433333333333,8.0,9.0,9.0,138.11111111,138.11111111,3971.24600639,3.83386581,10.0,,,10.0,,,1.0,,8.0,2021-03-28,2021-03-28,4,페이스북
4 (전체),4 (페이스북),4 - 2(페이스북 상세),25-34,female,2021-03-28,3.0,79,81,118.33333333333,355.0,1.0253164556962,3.0,3.0,2.0,177.5,118.33333333,4382.71604938,3.7037037,3.0,,,3.0,,,,,3.0,2021-03-28,2021-03-28,4,페이스북
4 (전체),4 (인스타스토리),4 - 2(인스타스토리 상세),18-24,female,2021-03-28,12.0,786,789,263.41666666667,3161.0,1.0038167938931,12.0,12.0,11.0,287.36363636,263.41666667,4006.33713561,1.52091255,12.0,,,12.0,,,,,12.0,2021-03-28,2021-03-28,4,인스타스토리
4 (전체),4 (인스타스토리),4 - 2(인스타스토리 상세),25-34,female,2021-03-28,3.0,53,53,107.0,321.0,1.0,2.0,3.0,2.0,160.5,107.0,6056.60377358,5.66037736,3.0,,,3.0,,,,,2.0,2021-03-28,2021-03-28,4,인스타스토리
4 (전체),4 (인스타피드),4 - 2(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,4,인스타피드
4 (전체),4 (인스타피드),4 - 2(인스타피드 상세),Unknown,unknown,2021-03-28,,3,3,,14.0,1.0,,,,,,4666.66666667,0.0,,,,,,,,,,2021-03-28,2021-03-28,4,인스타피드
4 (전체),4 (인스타피드),4 - 2(인스타피드 상세),25-34,female,2021-03-28,9.0,173,173,129.66666666667,1167.0,1.0,9.0,9.0,6.0,194.5,129.66666667,6745.66473988,5.20231214,12.0,,,12.0,1.0,1.0,1.0,,9.0,2021-03-28,2021-03-28,4,인스타피드
7 (전체),7 (인스타스토리),7 - 2(인스타스토리 상세),45-54,female,2021-03-28,,1,1,,0.0,1.0,,,,,,0.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,7,인스타스토리
7 (전체),7 (페이스북),7 - 2(페이스북 상세),45-54,male,2021-03-28,1.0,37,40,123.0,123.0,1.0810810810811,1.0,1.0,,,123.0,3075.0,2.5,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,7,페이스북
2 (전체),2 (인스타피드),2 - 1(인스타피드 상세),18-24,female,2021-03-28,15.0,537,541,190.8,2862.0,1.0074487895717,14.0,15.0,11.0,260.18181818,190.8,5290.20332717,3.69685767,21.0,,,21.0,6.0,,,,14.0,2021-03-28,2021-03-28,2,인스타피드
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),25-34,male,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타스토리
10 (전체),10 (인스타피드),10 - 2(인스타피드 상세),25-34,female,2021-03-28,12.0,244,245,132.08333333333,1585.0,1.0040983606557,12.0,12.0,8.0,198.125,132.08333333,6469.3877551,5.30612245,13.0,,,13.0,1.0,,,,12.0,2021-03-28,2021-03-28,10,인스타피드
10 (전체),10 (페이스북),10 - 1(페이스북 상세),18-24,unknown,2021-03-28,,2,2,,5.0,1.0,,,,,,2500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,페이스북
10 (전체),10 (페이스북),10 - 1(페이스북 상세),25-34,male,2021-03-28,,9,9,,25.0,1.0,,,,,,2777.77777778,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,페이스북
10 (전체),10 (페이스북),10 - 1(페이스북 상세),18-24,male,2021-03-28,,52,54,,197.0,1.0384615384615,,,,,,3648.14814815,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,페이스북
10 (전체),10 (페이스북),10 - 1(페이스북 상세),25-34,female,2021-03-28,7.0,234,250,184.14285714286,1289.0,1.0683760683761,6.0,7.0,3.0,429.66666667,184.14285714,5156.0,4.0,7.0,,,7.0,,,,,6.0,2021-03-28,2021-03-28,10,페이스북
10 (전체),10 (페이스북),10 - 1(페이스북 상세),18-24,female,2021-03-28,26.0,1068,1127,204.15384615385,5308.0,1.0552434456929,23.0,26.0,20.0,265.4,204.15384615,4709.84915705,3.81543922,27.0,,,27.0,,,1.0,,23.0,2021-03-28,2021-03-28,10,페이스북
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),18-24,male,2021-03-28,,10,10,,46.0,1.0,,,,,,4600.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타스토리
10 (전체),10 (인스타피드),10 - 2(인스타피드 상세),25-34,male,2021-03-28,1.0,33,33,190.0,190.0,1.0,1.0,1.0,1.0,190.0,190.0,5757.57575758,3.03030303,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,10,인스타피드
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),25-34,female,2021-03-28,,10,10,,35.0,1.0,,,,,,3500.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타스토리
10 (전체),10 (인스타스토리),10 - 2(인스타스토리 상세),18-24,female,2021-03-28,4.0,170,170,149.25,597.0,1.0,4.0,4.0,3.0,199.0,149.25,3511.76470588,2.94117647,4.0,,,4.0,,,,,4.0,2021-03-28,2021-03-28,10,인스타스토리
8 - 남자 (전체),8 (페이스북),8 - 2(페이스북 상세),35-44,male,2021-03-28,,46,47,,172.20058309038,1.0217391304348,,,,,,3663.84219341,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,페이스북
8 - 남자 (전체),8 (페이스북),8 - 2(페이스북 상세),25-34,male,2021-03-28,17.0,1558,1708,292.87055393586,4978.7994169096,1.0962772785623,17.0,17.0,12.0,414.89995141,292.87055394,2914.98794901,1.17096019,17.0,,,17.0,,,,,17.0,2021-03-28,2021-03-28,8,페이스북
8 - 남자 (전체),8 (인스타스토리),8 - 2(인스타스토리 상세),25-34,male,2021-03-28,,18,18,,123.0,1.0,,,,,,6833.33333333,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,인스타스토리
8 - 남자 (전체),8 (인스타피드),8 - 2(인스타피드 상세),13-17,unknown,2021-03-28,,1,1,,20.0,1.0,,,,,,20000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,8,인스타피드
10 (전체),10 (인스타피드),10 - 2(인스타피드 상세),18-24,female,2021-03-28,9.0,463,463,287.55555555556,2588.0,1.0,9.0,9.0,7.0,369.71428571,287.55555556,5589.63282937,1.94384449,12.0,,,12.0,,3.0,,,9.0,2021-03-28,2021-03-28,10,인스타피드
10 (전체),10 (인스타피드),10 - 2(인스타피드 상세),18-24,male,2021-03-28,,62,62,,326.0,1.0,,,,,,5258.06451613,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타피드
8 - 남자 (전체),8 (인스타피드),8 - 2(인스타피드 상세),35-44,male,2021-03-28,1.0,14,14,155.0,155.0,1.0,1.0,1.0,,,155.0,11071.42857143,7.14285714,1.0,,,1.0,,,,,1.0,2021-03-28,2021-03-28,8,인스타피드
10 (전체),10 (인스타스토리),10 - 1(인스타스토리 상세),25-34,female,2021-03-28,,1,1,,1.0,1.0,,,,,,1000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타스토리
10 (전체),10 (인스타피드),10 - 1(인스타피드 상세),25-34,unknown,2021-03-28,,1,1,,50.0,1.0,,,,,,50000.0,0.0,,,,,,,,,,2021-03-28,2021-03-28,10,인스타피드
